event_id,ts,rider_id,region_id,arm,reward_binary,reward_revenue,region_id,hour,segment,rider_conv,context_score
9528,2025-12-01 21:50:00,425,7,1.0,1,1.941,7,21,4,0.79999999996,0.7162
63,2025-12-01 00:00:00,426,19,0.5,1,0.78,19,0,3,0.9545454545020661,-0.1819
814,2025-12-01 01:00:00,426,8,1.0,1,0.389,8,1,3,0.9545454545020661,0.338
1382,2025-12-01 01:50:00,426,2,1.0,1,1.572,2,1,3,0.9545454545020661,0.048
1399,2025-12-01 01:50:00,426,7,1.0,1,1.941,7,1,3,0.9545454545020661,-0.0582
1586,2025-12-01 02:05:00,426,10,0.0,1,2.935,10,2,3,0.9545454545020661,-0.2124
1966,2025-12-01 02:35:00,426,15,0.0,1,1.775,15,2,3,0.9545454545020661,0.9197
2090,2025-12-01 02:50:00,426,0,1.0,1,0.878,0,2,3,0.9545454545020661,0.1355
3056,2025-12-01 04:15:00,426,4,0.5,1,2.146,4,4,3,0.9545454545020661,0.5079
3259,2025-12-01 04:35:00,426,10,0.5,1,2.435,10,4,3,0.9545454545020661,0.0971
3280,2025-12-01 04:35:00,426,18,0.0,1,2.561,18,4,3,0.9545454545020661,0.3771
3555,2025-12-01 05:05:00,426,2,0.5,1,2.072,2,5,3,0.9545454545020661,0.2985
3824,2025-12-01 05:35:00,426,10,0.5,1,2.435,10,5,3,0.9545454545020661,0.6057
4395,2025-12-01 06:40:00,426,11,0.0,1,1.939,11,6,3,0.9545454545020661,-0.8327
6424,2025-12-01 11:10:00,426,18,0.0,0,0.0,18,11,3,0.9545454545020661,-0.5163
6669,2025-12-01 11:50:00,426,5,0.0,1,2.109,5,11,3,0.9545454545020661,0.1374
7021,2025-12-01 12:45:00,426,10,0.5,1,2.435,10,12,3,0.9545454545020661,-0.2884
7627,2025-12-01 14:30:00,426,10,1.0,1,1.935,10,14,3,0.9545454545020661,-0.754
7965,2025-12-01 15:40:00,426,2,0.5,1,2.072,2,15,3,0.9545454545020661,-0.2812
8217,2025-12-01 16:30:00,426,19,0.0,1,1.28,19,16,3,0.9545454545020661,0.5956
8343,2025-12-01 17:00:00,426,10,1.0,1,1.935,10,17,3,0.9545454545020661,0.0274
8352,2025-12-01 17:05:00,426,0,0.5,1,1.378,0,17,3,0.9545454545020661,0.4285
9496,2025-12-01 21:45:00,426,3,1.0,1,0.742,3,21,3,0.9545454545020661,-0.0115
16,2025-12-01 00:00:00,427,4,0.0,1,2.646,4,0,0,0.7499999999625,0.0988
1428,2025-12-01 01:50:00,427,16,0.5,1,0.78,16,1,0,0.7499999999625,-0.0601
1593,2025-12-01 02:05:00,427,13,1.0,1,0.874,13,2,0,0.7499999999625,-0.0155
1970,2025-12-01 02:35:00,427,16,0.0,1,1.28,16,2,0,0.7499999999625,0.1204
2304,2025-12-01 03:10:00,427,0,0.5,0,0.0,0,3,0,0.7499999999625,-0.171
3518,2025-12-01 05:00:00,427,4,0.5,1,2.146,4,5,0,0.7499999999625,-0.6514
4631,2025-12-01 07:10:00,427,3,0.5,1,1.242,3,7,0,0.7499999999625,-1.072
4779,2025-12-01 07:25:00,427,7,0.5,0,0.0,7,7,0,0.7499999999625,0.3105
5810,2025-12-01 09:40:00,427,6,0.0,0,0.0,6,9,0,0.7499999999625,-0.1121
5990,2025-12-01 10:10:00,427,8,0.5,1,0.889,8,10,0,0.7499999999625,-1.0161
6000,2025-12-01 10:10:00,427,16,0.0,1,1.28,16,10,0,0.7499999999625,1.0171
6155,2025-12-01 10:35:00,427,15,1.0,1,0.775,15,10,0,0.7499999999625,0.2293
6340,2025-12-01 11:00:00,427,19,0.5,1,0.78,19,11,0,0.7499999999625,-0.2551
6847,2025-12-01 12:15:00,427,16,0.5,1,0.78,16,12,0,0.7499999999625,0.1846
7075,2025-12-01 12:55:00,427,1,0.0,0,0.0,1,12,0,0.7499999999625,0.7314
8071,2025-12-01 16:05:00,427,6,0.5,1,1.763,6,16,0,0.7499999999625,0.3795
8382,2025-12-01 17:10:00,427,8,0.5,1,0.889,8,17,0,0.7499999999625,-0.2117
9326,2025-12-01 21:00:00,427,10,0.0,0,0.0,10,21,0,0.7499999999625,0.4758
9352,2025-12-01 21:10:00,427,0,0.5,1,1.378,0,21,0,0.7499999999625,-0.4102
9816,2025-12-01 23:15:00,427,2,0.0,1,2.572,2,23,0,0.7499999999625,0.5301
23,2025-12-01 00:00:00,428,6,0.5,1,1.763,6,0,4,0.8333333332638889,-0.135
52,2025-12-01 00:00:00,428,16,0.5,1,0.78,16,0,4,0.8333333332638889,0.1932
1407,2025-12-01 01:50:00,428,9,0.5,1,0.809,9,1,4,0.8333333332638889,0.3114
2390,2025-12-01 03:15:00,428,10,0.0,1,2.935,10,3,4,0.8333333332638889,1.4523
3515,2025-12-01 05:00:00,428,4,1.0,1,1.646,4,5,4,0.8333333332638889,-0.4414
4280,2025-12-01 06:25:00,428,19,0.5,1,0.78,19,6,4,0.8333333332638889,0.088
5492,2025-12-01 08:50:00,428,19,1.0,1,0.28,19,8,4,0.8333333332638889,0.2791
7227,2025-12-01 13:20:00,428,2,1.0,1,1.572,2,13,4,0.8333333332638889,-0.6276
7843,2025-12-01 15:10:00,428,19,0.0,1,1.28,19,15,4,0.8333333332638889,-0.3906
8228,2025-12-01 16:35:00,428,6,0.0,0,0.0,6,16,4,0.8333333332638889,0.5954
8741,2025-12-01 18:30:00,428,0,0.5,0,0.0,0,18,4,0.8333333332638889,-0.8373
9490,2025-12-01 21:40:00,428,18,0.5,1,2.061,18,21,4,0.8333333332638889,-1.1207
596,2025-12-01 00:40:00,429,16,1.0,1,0.28,16,0,7,0.8571428571020409,0.601
719,2025-12-01 00:50:00,429,15,1.0,0,0.0,15,0,7,0.8571428571020409,0.0207
1712,2025-12-01 02:15:00,429,9,1.0,1,0.309,9,2,7,0.8571428571020409,-0.7782
2942,2025-12-01 04:00:00,429,15,1.0,1,0.775,15,4,7,0.8571428571020409,-0.4415
4131,2025-12-01 06:10:00,429,7,1.0,1,1.941,7,6,7,0.8571428571020409,0.0573
4267,2025-12-01 06:25:00,429,14,0.5,0,0.0,14,6,7,0.8571428571020409,0.1958
4654,2025-12-01 07:10:00,429,13,1.0,1,0.874,13,7,7,0.8571428571020409,0.5029
5186,2025-12-01 08:15:00,429,10,1.0,0,0.0,10,8,7,0.8571428571020409,-0.8265
5934,2025-12-01 10:00:00,429,13,0.0,1,1.874,13,10,7,0.8571428571020409,0.6229
6255,2025-12-01 10:50:00,429,14,0.5,1,1.125,14,10,7,0.8571428571020409,-0.2377
6296,2025-12-01 10:55:00,429,14,0.0,1,1.625,14,10,7,0.8571428571020409,0.2072
7014,2025-12-01 12:45:00,429,6,0.5,1,1.763,6,12,7,0.8571428571020409,-0.0817
7323,2025-12-01 13:35:00,429,10,1.0,1,1.935,10,13,7,0.8571428571020409,0.2855
7390,2025-12-01 13:45:00,429,10,0.5,1,2.435,10,13,7,0.8571428571020409,0.3945
7921,2025-12-01 15:30:00,429,6,1.0,1,1.263,6,15,7,0.8571428571020409,-0.9546
8125,2025-12-01 16:15:00,429,5,1.0,1,1.109,5,16,7,0.8571428571020409,0.0419
8691,2025-12-01 18:15:00,429,8,1.0,1,0.389,8,18,7,0.8571428571020409,-0.0663
8834,2025-12-01 18:50:00,429,16,0.0,1,1.28,16,18,7,0.8571428571020409,-0.3054
8892,2025-12-01 19:05:00,429,15,1.0,1,0.775,15,19,7,0.8571428571020409,0.0322
9100,2025-12-01 20:00:00,429,10,0.0,1,2.935,10,20,7,0.8571428571020409,0.9654
9915,2025-12-01 23:50:00,429,15,0.0,1,1.775,15,23,7,0.8571428571020409,0.1284
989,2025-12-01 01:15:00,430,8,0.0,1,1.389,8,1,3,0.8749999999453125,0.6979
1409,2025-12-01 01:50:00,430,10,0.0,1,2.935,10,1,3,0.8749999999453125,-0.3715
2101,2025-12-01 02:50:00,430,4,0.0,1,2.646,4,2,3,0.8749999999453125,-0.4193
3668,2025-12-01 05:15:00,430,18,0.0,1,2.561,18,5,3,0.8749999999453125,0.4773
3874,2025-12-01 05:40:00,430,6,1.0,1,1.263,6,5,3,0.8749999999453125,0.5204
5432,2025-12-01 08:45:00,430,13,0.0,0,0.0,13,8,3,0.8749999999453125,0.4671
5658,2025-12-01 09:15:00,430,18,1.0,1,1.561,18,9,3,0.8749999999453125,-0.0319
5892,2025-12-01 09:55:00,430,4,0.5,1,2.146,4,9,3,0.8749999999453125,0.1218
7158,2025-12-01 13:05:00,430,13,0.5,1,1.374,13,13,3,0.8749999999453125,0.7747
7859,2025-12-01 15:15:00,430,17,1.0,1,1.574,17,15,3,0.8749999999453125,-1.1148
8640,2025-12-01 18:05:00,430,6,0.0,1,2.263,6,18,3,0.8749999999453125,0.4893
8655,2025-12-01 18:05:00,430,18,0.5,1,2.061,18,18,3,0.8749999999453125,0.5196
8693,2025-12-01 18:15:00,430,8,1.0,1,0.389,8,18,3,0.8749999999453125,-0.3155
9210,2025-12-01 20:30:00,430,8,0.0,0,0.0,8,20,3,0.8749999999453125,0.5899
9370,2025-12-01 21:10:00,430,11,0.0,1,1.939,11,21,3,0.8749999999453125,-0.0616
9570,2025-12-01 22:00:00,430,8,0.5,1,0.889,8,22,3,0.8749999999453125,0.2483
2495,2025-12-01 03:25:00,431,9,0.5,1,0.809,9,3,6,0.7777777777489712,0.6508
2726,2025-12-01 03:45:00,431,4,0.5,1,2.146,4,3,6,0.7777777777489712,0.6917
2950,2025-12-01 04:00:00,431,19,1.0,1,0.28,19,4,6,0.7777777777489712,-0.0642
2984,2025-12-01 04:05:00,431,14,1.0,1,0.625,14,4,6,0.7777777777489712,-0.0326
3393,2025-12-01 04:45:00,431,19,0.0,1,1.28,19,4,6,0.7777777777489712,0.3687
4050,2025-12-01 06:00:00,431,6,0.5,1,1.763,6,6,6,0.7777777777489712,-0.2083
4226,2025-12-01 06:20:00,431,16,1.0,1,0.28,16,6,6,0.7777777777489712,-0.3084
4594,2025-12-01 07:05:00,431,3,0.5,1,1.242,3,7,6,0.7777777777489712,0.5068
4606,2025-12-01 07:05:00,431,10,1.0,1,1.935,10,7,6,0.7777777777489712,0.0708
4707,2025-12-01 07:15:00,431,15,0.0,1,1.775,15,7,6,0.7777777777489712,-0.1388
4742,2025-12-01 07:20:00,431,13,0.5,1,1.374,13,7,6,0.7777777777489712,-0.3031
5102,2025-12-01 08:05:00,431,6,0.0,0,0.0,6,8,6,0.7777777777489712,-0.3042
5122,2025-12-01 08:05:00,431,18,0.0,1,2.561,18,8,6,0.7777777777489712,-0.7196
5844,2025-12-01 09:45:00,431,8,0.0,0,0.0,8,9,6,0.7777777777489712,-0.0971
5875,2025-12-01 09:50:00,431,14,0.5,0,0.0,14,9,6,0.7777777777489712,-0.519
5904,2025-12-01 09:55:00,431,11,1.0,1,0.939,11,9,6,0.7777777777489712,-0.5098
6170,2025-12-01 10:40:00,431,3,0.5,1,1.242,3,10,6,0.7777777777489712,-0.1856
6335,2025-12-01 11:00:00,431,18,1.0,1,1.561,18,11,6,0.7777777777489712,-0.6686
6400,2025-12-01 11:10:00,431,4,1.0,1,1.646,4,11,6,0.7777777777489712,0.0168
6412,2025-12-01 11:10:00,431,10,1.0,1,1.935,10,11,6,0.7777777777489712,-0.326
6681,2025-12-01 11:50:00,431,14,0.0,0,0.0,14,11,6,0.7777777777489712,-0.4861
6715,2025-12-01 11:55:00,431,7,0.5,1,2.441,7,11,6,0.7777777777489712,-0.1158
7338,2025-12-01 13:35:00,431,19,1.0,1,0.28,19,13,6,0.7777777777489712,-0.1967
7826,2025-12-01 15:10:00,431,6,1.0,1,1.263,6,15,6,0.7777777777489712,0.5181
7882,2025-12-01 15:20:00,431,18,0.0,1,2.561,18,15,6,0.7777777777489712,0.356
8116,2025-12-01 16:10:00,431,19,0.0,0,0.0,19,16,6,0.7777777777489712,-0.5375
8715,2025-12-01 18:20:00,431,12,0.0,0,0.0,12,18,6,0.7777777777489712,-0.5951
65,2025-12-01 00:00:00,432,19,0.5,1,0.78,19,0,7,0.7727272726921488,-0.9218
589,2025-12-01 00:40:00,432,16,0.5,1,0.78,16,0,7,0.7727272726921488,-0.5499
1144,2025-12-01 01:25:00,432,15,0.0,1,1.775,15,1,7,0.7727272726921488,1.2322
1154,2025-12-01 01:30:00,432,0,0.0,1,1.878,0,1,7,0.7727272726921488,-0.1902
1196,2025-12-01 01:30:00,432,18,0.0,1,2.561,18,1,7,0.7727272726921488,0.9024
1784,2025-12-01 02:20:00,432,13,0.5,1,1.374,13,2,7,0.7727272726921488,0.0344
3623,2025-12-01 05:10:00,432,14,0.0,0,0.0,14,5,7,0.7727272726921488,-0.3854
3660,2025-12-01 05:15:00,432,11,1.0,0,0.0,11,5,7,0.7727272726921488,0.3448
3912,2025-12-01 05:45:00,432,2,1.0,1,1.572,2,5,7,0.7727272726921488,0.093
4191,2025-12-01 06:15:00,432,14,0.0,0,0.0,14,6,7,0.7727272726921488,-1.0676
4816,2025-12-01 07:30:00,432,3,1.0,1,0.742,3,7,7,0.7727272726921488,-0.2377
5823,2025-12-01 09:40:00,432,16,1.0,1,0.28,16,9,7,0.7727272726921488,-0.3021
6278,2025-12-01 10:55:00,432,5,1.0,1,1.109,5,10,7,0.7727272726921488,-0.7785
6593,2025-12-01 11:40:00,432,1,0.5,1,0.688,1,11,7,0.7727272726921488,0.877
6788,2025-12-01 12:05:00,432,13,1.0,1,0.874,13,12,7,0.7727272726921488,0.532
7110,2025-12-01 13:00:00,432,1,0.5,1,0.688,1,13,7,0.7727272726921488,0.3425
7137,2025-12-01 13:00:00,432,19,0.5,1,0.78,19,13,7,0.7727272726921488,-0.1697
7906,2025-12-01 15:25:00,432,15,1.0,1,0.775,15,15,7,0.7727272726921488,-0.0437
8452,2025-12-01 17:25:00,432,14,1.0,1,0.625,14,17,7,0.7727272726921488,-0.3284
8946,2025-12-01 19:20:00,432,5,0.5,1,1.609,5,19,7,0.7727272726921488,-0.2754
9604,2025-12-01 22:10:00,432,8,0.5,0,0.0,8,22,7,0.7727272726921488,-0.3556
9913,2025-12-01 23:50:00,432,10,1.0,0,0.0,10,23,7,0.7727272726921488,-0.4882
32,2025-12-01 00:00:00,433,9,1.0,1,0.309,9,0,1,0.79999999996,-0.4532
1323,2025-12-01 01:45:00,433,4,0.5,1,2.146,4,1,1,0.79999999996,0.0739
1483,2025-12-01 01:55:00,433,14,0.0,0,0.0,14,1,1,0.79999999996,-0.5214
1788,2025-12-01 02:20:00,433,14,0.5,1,1.125,14,2,1,0.79999999996,-0.9289
2848,2025-12-01 03:55:00,433,1,0.0,1,1.188,1,3,1,0.79999999996,0.0976
2975,2025-12-01 04:05:00,433,8,0.5,1,0.889,8,4,1,0.79999999996,0.4052
3375,2025-12-01 04:45:00,433,12,1.0,1,0.951,12,4,1,0.79999999996,-0.4993
3787,2025-12-01 05:30:00,433,10,0.5,0,0.0,10,5,1,0.79999999996,0.3093
4196,2025-12-01 06:15:00,433,16,0.0,1,1.28,16,6,1,0.79999999996,0.4055
4506,2025-12-01 06:55:00,433,6,0.0,1,2.263,6,6,1,0.79999999996,-0.0499
5026,2025-12-01 07:55:00,433,13,0.5,1,1.374,13,7,1,0.79999999996,-0.0149
5695,2025-12-01 09:20:00,433,19,1.0,1,0.28,19,9,1,0.79999999996,1.1036
6869,2025-12-01 12:20:00,433,8,0.5,1,0.889,8,12,1,0.79999999996,0.7328
7941,2025-12-01 15:35:00,433,1,0.0,1,1.188,1,15,1,0.79999999996,-0.0807
8270,2025-12-01 16:40:00,433,16,1.0,1,0.28,16,16,1,0.79999999996,-0.4812
8304,2025-12-01 16:50:00,433,6,1.0,1,1.263,6,16,1,0.79999999996,1.2025
8579,2025-12-01 17:55:00,433,0,0.5,1,1.378,0,17,1,0.79999999996,-0.4572
8617,2025-12-01 18:00:00,433,8,1.0,1,0.389,8,18,1,0.79999999996,-0.4011
9474,2025-12-01 21:40:00,433,2,0.0,0,0.0,2,21,1,0.79999999996,-0.594
9669,2025-12-01 22:30:00,433,13,0.0,0,0.0,13,22,1,0.79999999996,0.296
511,2025-12-01 00:35:00,434,12,0.0,1,1.951,12,0,4,0.8571428570816326,0.7285
791,2025-12-01 01:00:00,434,0,1.0,0,0.0,0,1,4,0.8571428570816326,-0.7596
1860,2025-12-01 02:25:00,434,19,1.0,1,0.28,19,2,4,0.8571428570816326,-1.1381
3680,2025-12-01 05:20:00,434,1,0.5,1,0.688,1,5,4,0.8571428570816326,0.6563
3830,2025-12-01 05:35:00,434,11,0.5,1,1.439,11,5,4,0.8571428570816326,-0.457
5948,2025-12-01 10:05:00,434,0,0.5,1,1.378,0,10,4,0.8571428570816326,0.2883
6318,2025-12-01 11:00:00,434,4,1.0,1,1.646,4,11,4,0.8571428570816326,0.0708
6618,2025-12-01 11:40:00,434,16,0.5,1,0.78,16,11,4,0.8571428570816326,-0.9374
6832,2025-12-01 12:15:00,434,2,1.0,0,0.0,2,12,4,0.8571428570816326,0.079
7016,2025-12-01 12:45:00,434,8,0.5,1,0.889,8,12,4,0.8571428570816326,-0.2184
9096,2025-12-01 20:00:00,434,6,0.5,1,1.763,6,20,4,0.8571428570816326,-0.1121
9442,2025-12-01 21:30:00,434,6,0.0,1,2.263,6,21,4,0.8571428570816326,-0.6018
9650,2025-12-01 22:25:00,434,2,0.0,1,2.572,2,22,4,0.8571428570816326,0.3496
9652,2025-12-01 22:25:00,434,7,0.5,1,2.441,7,22,4,0.8571428570816326,0.3138
50,2025-12-01 00:00:00,435,15,0.0,0,0.0,15,0,4,0.8095238094852608,0.0707
136,2025-12-01 00:10:00,435,2,1.0,1,1.572,2,0,4,0.8095238094852608,-0.594
318,2025-12-01 00:20:00,435,16,0.0,1,1.28,16,0,4,0.8095238094852608,0.0716
1951,2025-12-01 02:35:00,435,10,0.5,1,2.435,10,2,4,0.8095238094852608,-0.0428
1964,2025-12-01 02:35:00,435,15,1.0,1,0.775,15,2,4,0.8095238094852608,0.4105
2009,2025-12-01 02:40:00,435,15,1.0,1,0.775,15,2,4,0.8095238094852608,-0.4894
2692,2025-12-01 03:40:00,435,15,1.0,1,0.775,15,3,4,0.8095238094852608,-0.0022
2845,2025-12-01 03:55:00,435,1,0.5,1,0.688,1,3,4,0.8095238094852608,0.1539
3128,2025-12-01 04:20:00,435,15,0.5,0,0.0,15,4,4,0.8095238094852608,-0.8397
4650,2025-12-01 07:10:00,435,11,0.5,1,1.439,11,7,4,0.8095238094852608,0.1179
4758,2025-12-01 07:20:00,435,18,0.0,1,2.561,18,7,4,0.8095238094852608,-0.6059
6823,2025-12-01 12:10:00,435,14,0.5,1,1.125,14,12,4,0.8095238094852608,0.2353
7585,2025-12-01 14:25:00,435,1,1.0,1,0.188,1,14,4,0.8095238094852608,-0.5521
7947,2025-12-01 15:35:00,435,6,0.5,1,1.763,6,15,4,0.8095238094852608,0.3856
8022,2025-12-01 15:50:00,435,10,0.5,0,0.0,10,15,4,0.8095238094852608,0.2602
8148,2025-12-01 16:20:00,435,4,0.0,1,2.646,4,16,4,0.8095238094852608,-0.9775
8433,2025-12-01 17:20:00,435,19,1.0,1,0.28,19,17,4,0.8095238094852608,-0.7219
8829,2025-12-01 18:50:00,435,8,1.0,1,0.389,8,18,4,0.8095238094852608,-0.026
8845,2025-12-01 18:55:00,435,9,0.0,0,0.0,9,18,4,0.8095238094852608,-0.8657
9388,2025-12-01 21:15:00,435,8,0.0,1,1.389,8,21,4,0.8095238094852608,-0.7269
9395,2025-12-01 21:15:00,435,18,0.0,1,2.561,18,21,4,0.8095238094852608,0.8851
984,2025-12-01 01:15:00,436,6,0.5,0,0.0,6,1,4,0.79999999996,0.1543
1232,2025-12-01 01:35:00,436,14,0.0,1,1.625,14,1,4,0.79999999996,0.1539
1628,2025-12-01 02:10:00,436,4,0.0,0,0.0,4,2,4,0.79999999996,-0.7117
2445,2025-12-01 03:20:00,436,10,0.0,1,2.935,10,3,4,0.79999999996,0.898
3274,2025-12-01 04:35:00,436,15,0.0,1,1.775,15,4,4,0.79999999996,-0.8054
3282,2025-12-01 04:35:00,436,18,1.0,1,1.561,18,4,4,0.79999999996,-1.031
3294,2025-12-01 04:40:00,436,1,1.0,1,0.188,1,4,4,0.79999999996,0.0343
3398,2025-12-01 04:50:00,436,0,0.5,1,1.378,0,4,4,0.79999999996,-0.0874
3533,2025-12-01 05:00:00,436,13,0.0,1,1.874,13,5,4,0.79999999996,0.2752
3550,2025-12-01 05:00:00,436,19,0.5,1,0.78,19,5,4,0.79999999996,-0.247
3838,2025-12-01 05:35:00,436,14,1.0,1,0.625,14,5,4,0.79999999996,-0.0144
4184,2025-12-01 06:15:00,436,11,1.0,1,0.939,11,6,4,0.79999999996,-0.5626
4914,2025-12-01 07:40:00,436,17,1.0,1,1.574,17,7,4,0.79999999996,-1.0221
5060,2025-12-01 08:00:00,436,6,0.0,1,2.263,6,8,4,0.79999999996,-0.8205
6767,2025-12-01 12:05:00,436,0,0.0,0,0.0,0,12,4,0.79999999996,-0.9289
6914,2025-12-01 12:25:00,436,18,1.0,1,1.561,18,12,4,0.79999999996,0.2088
8373,2025-12-01 17:05:00,436,18,1.0,1,1.561,18,17,4,0.79999999996,0.0011
8378,2025-12-01 17:10:00,436,3,1.0,1,0.742,3,17,4,0.79999999996,0.6218
9362,2025-12-01 21:10:00,436,7,0.5,1,2.441,7,21,4,0.79999999996,-0.5564
9900,2025-12-01 23:45:00,436,4,0.5,0,0.0,4,23,4,0.79999999996,-0.7126
467,2025-12-01 00:30:00,437,18,0.5,0,0.0,18,0,2,0.63157894733518,0.1699
566,2025-12-01 00:40:00,437,8,0.0,1,1.389,8,0,2,0.63157894733518,0.2348
1038,2025-12-01 01:20:00,437,3,1.0,1,0.742,3,1,2,0.63157894733518,-0.519
1959,2025-12-01 02:35:00,437,13,1.0,1,0.874,13,2,2,0.63157894733518,-0.562
2026,2025-12-01 02:45:00,437,0,0.0,1,1.878,0,2,2,0.63157894733518,0.4006
2169,2025-12-01 02:55:00,437,6,0.0,0,0.0,6,2,2,0.63157894733518,0.1945
2537,2025-12-01 03:30:00,437,3,0.0,0,0.0,3,3,2,0.63157894733518,-0.1898
3389,2025-12-01 04:45:00,437,16,0.5,1,0.78,16,4,2,0.63157894733518,-0.9967
3479,2025-12-01 04:55:00,437,8,1.0,1,0.389,8,4,2,0.63157894733518,0.9511
4308,2025-12-01 06:30:00,437,10,0.0,0,0.0,10,6,2,0.63157894733518,0.0355
4785,2025-12-01 07:25:00,437,8,0.5,1,0.889,8,7,2,0.63157894733518,-0.2287
4826,2025-12-01 07:30:00,437,8,0.0,0,0.0,8,7,2,0.63157894733518,0.2485
5165,2025-12-01 08:15:00,437,2,0.5,1,2.072,2,8,2,0.63157894733518,0.9875
5361,2025-12-01 08:35:00,437,14,0.0,1,1.625,14,8,2,0.63157894733518,0.5805
5941,2025-12-01 10:00:00,437,16,0.5,1,0.78,16,10,2,0.63157894733518,0.2955
6279,2025-12-01 10:55:00,437,5,0.0,0,0.0,5,10,2,0.63157894733518,-0.2019
8099,2025-12-01 16:10:00,437,6,1.0,1,1.263,6,16,2,0.63157894733518,0.3046
8873,2025-12-01 19:00:00,437,15,1.0,1,0.775,15,19,2,0.63157894733518,-0.1822
9273,2025-12-01 20:45:00,437,13,0.0,0,0.0,13,20,2,0.63157894733518,-0.4879
357,2025-12-01 00:25:00,438,6,0.0,0,0.0,6,0,7,0.8421052631135734,-0.759
371,2025-12-01 00:25:00,438,10,0.5,1,2.435,10,0,7,0.8421052631135734,0.9075
577,2025-12-01 00:40:00,438,13,1.0,1,0.874,13,0,7,0.8421052631135734,-0.3067
766,2025-12-01 00:55:00,438,13,1.0,1,0.874,13,0,7,0.8421052631135734,0.2711
1107,2025-12-01 01:25:00,438,2,1.0,1,1.572,2,1,7,0.8421052631135734,1.1908
2296,2025-12-01 03:05:00,438,16,0.5,1,0.78,16,3,7,0.8421052631135734,-0.1067
2333,2025-12-01 03:10:00,438,11,0.0,0,0.0,11,3,7,0.8421052631135734,-0.2936
2452,2025-12-01 03:20:00,438,13,1.0,1,0.874,13,3,7,0.8421052631135734,0.0478
2551,2025-12-01 03:30:00,438,8,0.5,1,0.889,8,3,7,0.8421052631135734,-0.5783
2553,2025-12-01 03:30:00,438,10,1.0,1,1.935,10,3,7,0.8421052631135734,0.1416
3345,2025-12-01 04:45:00,438,0,1.0,1,0.878,0,4,7,0.8421052631135734,0.389
4063,2025-12-01 06:00:00,438,15,0.5,1,1.275,15,6,7,0.8421052631135734,-0.4766
4232,2025-12-01 06:20:00,438,19,1.0,1,0.28,19,6,7,0.8421052631135734,0.2635
5464,2025-12-01 08:50:00,438,5,0.0,0,0.0,5,8,7,0.8421052631135734,0.4835
5648,2025-12-01 09:15:00,438,10,0.5,1,2.435,10,9,7,0.8421052631135734,-0.263
5824,2025-12-01 09:40:00,438,16,0.0,1,1.28,16,9,7,0.8421052631135734,0.0016
7340,2025-12-01 13:40:00,438,0,1.0,1,0.878,0,13,7,0.8421052631135734,-0.7835
8340,2025-12-01 17:00:00,438,5,0.5,1,1.609,5,17,7,0.8421052631135734,0.0402
9921,2025-12-01 23:55:00,438,3,1.0,1,0.742,3,23,7,0.8421052631135734,-0.3859
82,2025-12-01 00:05:00,439,4,1.0,1,1.646,4,0,5,0.8888888888559671,0.5793
186,2025-12-01 00:10:00,439,16,0.5,1,0.78,16,0,5,0.8888888888559671,0.1006
539,2025-12-01 00:40:00,439,1,1.0,1,0.188,1,0,5,0.8888888888559671,0.3068
597,2025-12-01 00:40:00,439,18,1.0,1,1.561,18,0,5,0.8888888888559671,-0.1475
739,2025-12-01 00:55:00,439,1,1.0,1,0.188,1,0,5,0.8888888888559671,-0.0619
885,2025-12-01 01:05:00,439,16,0.5,1,0.78,16,1,5,0.8888888888559671,-0.219
1397,2025-12-01 01:50:00,439,6,0.5,1,1.763,6,1,5,0.8888888888559671,-0.4164
1594,2025-12-01 02:05:00,439,13,0.0,1,1.874,13,2,5,0.8888888888559671,-0.734
1755,2025-12-01 02:20:00,439,4,0.5,1,2.146,4,2,5,0.8888888888559671,0.4381
1764,2025-12-01 02:20:00,439,8,1.0,1,0.389,8,2,5,0.8888888888559671,0.2782
2422,2025-12-01 03:20:00,439,1,0.5,1,0.688,1,3,5,0.8888888888559671,0.7307
2629,2025-12-01 03:35:00,439,12,0.0,1,1.951,12,3,5,0.8888888888559671,-0.9273
3256,2025-12-01 04:35:00,439,8,0.0,0,0.0,8,4,5,0.8888888888559671,0.6303
3527,2025-12-01 05:00:00,439,10,0.0,0,0.0,10,5,5,0.8888888888559671,-0.551
3534,2025-12-01 05:00:00,439,13,0.0,1,1.874,13,5,5,0.8888888888559671,0.0875
3995,2025-12-01 05:55:00,439,0,1.0,1,0.878,0,5,5,0.8888888888559671,-0.8662
4241,2025-12-01 06:25:00,439,1,0.0,1,1.188,1,6,5,0.8888888888559671,0.0275
5075,2025-12-01 08:00:00,439,15,1.0,1,0.775,15,8,5,0.8888888888559671,-0.427
5183,2025-12-01 08:15:00,439,7,0.0,1,2.941,7,8,5,0.8888888888559671,0.0248
5816,2025-12-01 09:40:00,439,11,0.5,1,1.439,11,9,5,0.8888888888559671,-0.4648
7539,2025-12-01 14:15:00,439,1,0.5,1,0.688,1,14,5,0.8888888888559671,-0.1455
8287,2025-12-01 16:45:00,439,10,0.5,1,2.435,10,16,5,0.8888888888559671,0.2586
8796,2025-12-01 18:40:00,439,14,0.5,1,1.125,14,18,5,0.8888888888559671,0.4081
8893,2025-12-01 19:05:00,439,15,0.0,1,1.775,15,19,5,0.8888888888559671,0.5455
8989,2025-12-01 19:30:00,439,11,0.0,0,0.0,11,19,5,0.8888888888559671,-0.0313
